"Name"	"Protein id"	"Contig id"	"Start"	"Stop"	"Strand"	"Gene symbol"	"Element name"	"Scope"	"Type"	"Subtype"	"Class"	"Subclass"	"Method"	"Target length"	"Reference sequence length"	"% Coverage of reference"	"% Identity to reference"	"Alignment length"	"Closest reference accession"	"Closest reference name"	"HMM accession"	"HMM description"
"ERR6058000"	NA	"NODE_3_length_424043_cov_20.313716"	68232	69089	"-"	"blaSHV-27"	"broad-spectrum class A beta-lactamase SHV-27"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"BETA-LACTAM"	"ALLELEX"	286	286	100	100	286	"WP_023282555.1"	"broad-spectrum class A beta-lactamase SHV-27"	NA	NA
"ERR6058000"	NA	"NODE_44_length_1552_cov_32.180339"	743	1381	"+"	"catA2"	"type A-2 chloramphenicol O-acetyltransferase CatII"	"core"	"AMR"	"AMR"	"PHENICOL"	"CHLORAMPHENICOL"	"EXACTX"	213	213	100	100	213	"WP_001011939.1"	"type A-2 chloramphenicol O-acetyltransferase CatII"	NA	NA
"ERR6058002"	NA	"NODE_100_length_2424_cov_31.293566"	146	1048	"+"	"mph(A)"	"Mph(A) family macrolide 2'-phosphotransferase"	"core"	"AMR"	"AMR"	"MACROLIDE"	"AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN"	"EXACTX"	301	301	100	100	301	"WP_000219391.1"	"Mph(A) family macrolide 2'-phosphotransferase"	NA	NA
"ERR6058002"	NA	"NODE_106_length_1807_cov_33.696532"	127	954	"-"	"blaOXA-1"	"oxacillin-hydrolyzing class D beta-lactamase OXA-1"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"CEPHALOSPORIN"	"ALLELEX"	276	276	100	100	276	"WP_001334766.1"	"oxacillin-hydrolyzing class D beta-lactamase OXA-1"	NA	NA
"ERR6058002"	NA	"NODE_106_length_1807_cov_33.696532"	1088	1639	"-"	"aac(6')-Ib-cr5"	"fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE/QUINOLONE"	"AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN"	"ALLELEX"	184	184	100	100	184	"WP_063840321.1"	"fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5"	NA	NA
"ERR6058002"	NA	"NODE_88_length_6277_cov_269.062097"	1	828	"-"	"aph(6)-Id"	"aminoglycoside O-phosphotransferase APH(6)-Id"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"BLASTX"	276	278	99.28	100	276	"WP_000480968.1"	"aminoglycoside O-phosphotransferase APH(6)-Id"	NA	NA
"ERR6058002"	NA	"NODE_88_length_6277_cov_269.062097"	831	1631	"-"	"aph(3'')-Ib"	"aminoglycoside O-phosphotransferase APH(3'')-Ib"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTX"	267	267	100	100	267	"WP_001082319.1"	"aminoglycoside O-phosphotransferase APH(3'')-Ib"	NA	NA
"ERR6058002"	NA	"NODE_88_length_6277_cov_269.062097"	1695	2507	"-"	"sul2"	"sulfonamide-resistant dihydropteroate synthase Sul2"	"core"	"AMR"	"AMR"	"SULFONAMIDE"	"SULFONAMIDE"	"EXACTX"	271	271	100	100	271	"WP_001043260.1"	"sulfonamide-resistant dihydropteroate synthase Sul2"	NA	NA
"ERR6058002"	NA	"NODE_90_length_4886_cov_35.565606"	2716	3588	"-"	"blaCTX-M-15"	"extended-spectrum class A beta-lactamase CTX-M-15"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"CEPHALOSPORIN"	"ALLELEX"	291	291	100	100	291	"WP_000239590.1"	"extended-spectrum class A beta-lactamase CTX-M-15"	NA	NA
"ERR6058002"	NA	"NODE_91_length_4885_cov_34.659318"	397	1233	"-"	"sul1"	"sulfonamide-resistant dihydropteroate synthase Sul1"	"core"	"AMR"	"AMR"	"SULFONAMIDE"	"SULFONAMIDE"	"EXACTX"	279	279	100	100	279	"WP_000259031.1"	"sulfonamide-resistant dihydropteroate synthase Sul1"	NA	NA
"ERR6058002"	NA	"NODE_91_length_4885_cov_34.659318"	1230	1574	"-"	"qacEdelta1"	"quaternary ammonium compound efflux SMR transporter QacE delta 1"	"core"	"STRESS"	"BIOCIDE"	"QUATERNARY AMMONIUM"	"QUATERNARY AMMONIUM"	"ALLELEX"	115	115	100	100	115	"WP_000679427.1"	"quaternary ammonium compound efflux SMR transporter QacE delta 1"	NA	NA
"ERR6058002"	NA	"NODE_91_length_4885_cov_34.659318"	1783	2568	"-"	"aadA5"	"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTX"	262	262	100	100	262	"WP_000503573.1"	"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5"	NA	NA
"ERR6058002"	NA	"NODE_91_length_4885_cov_34.659318"	2702	3172	"-"	"dfrA17"	"trimethoprim-resistant dihydrofolate reductase DfrA17"	"core"	"AMR"	"AMR"	"TRIMETHOPRIM"	"TRIMETHOPRIM"	"EXACTX"	157	157	100	100	157	"WP_001389366.1"	"trimethoprim-resistant dihydrofolate reductase DfrA17"	NA	NA
"ERR6058002"	NA	"NODE_94_length_4141_cov_37.759104"	864	2066	"-"	"tet(B)"	"tetracycline efflux MFS transporter Tet(B)"	"core"	"AMR"	"AMR"	"TETRACYCLINE"	"TETRACYCLINE"	"EXACTX"	401	401	100	100	401	"WP_001089068.1"	"tetracycline efflux MFS transporter Tet(B)"	NA	NA
"ERR6058003"	NA	"NODE_19_length_97394_cov_24.285233"	54731	57880	"-"	"oqxB"	"multidrug efflux RND transporter permease subunit OqxB"	"core"	"AMR"	"AMR"	"PHENICOL/QUINOLONE"	"PHENICOL/QUINOLONE"	"BLASTX"	1050	1050	100	99.9	1050	"WP_021312368.1"	"multidrug efflux RND transporter permease subunit OqxB20"	NA	NA
"ERR6058003"	NA	"NODE_19_length_97394_cov_24.285233"	57907	59079	"-"	"oqxA"	"multidrug efflux RND transporter periplasmic adaptor subunit OqxA"	"core"	"AMR"	"AMR"	"PHENICOL/QUINOLONE"	"PHENICOL/QUINOLONE"	"EXACTX"	391	391	100	100	391	"WP_002914189.1"	"multidrug efflux RND transporter periplasmic adaptor subunit OqxA"	NA	NA
"ERR6058003"	NA	"NODE_1_length_1159466_cov_18.842938"	286966	287823	"-"	"blaSHV-28"	"broad-spectrum class A beta-lactamase SHV-28"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"BETA-LACTAM"	"ALLELEX"	286	286	100	100	286	"WP_004179754.1"	"broad-spectrum class A beta-lactamase SHV-28"	NA	NA
"ERR6058003"	NA	"NODE_22_length_80971_cov_24.923814"	15474	15890	"+"	"fosA"	"FosA5 family fosfomycin resistance glutathione transferase"	"core"	"AMR"	"AMR"	"FOSFOMYCIN"	"FOSFOMYCIN"	"EXACTX"	139	139	100	100	139	"WP_004146118.1"	"FosA5 family fosfomycin resistance glutathione transferase"	NA	NA
"ERR6058003"	NA	"NODE_40_length_11263_cov_28.108260"	1915	2787	"+"	"blaCTX-M-15"	"extended-spectrum class A beta-lactamase CTX-M-15"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"CEPHALOSPORIN"	"ALLELEX"	291	291	100	100	291	"WP_000239590.1"	"extended-spectrum class A beta-lactamase CTX-M-15"	NA	NA
"ERR6058003"	NA	"NODE_40_length_11263_cov_28.108260"	9443	9913	"-"	"dfrA30"	"trimethoprim-resistant dihydrofolate reductase DfrA30"	"core"	"AMR"	"AMR"	"TRIMETHOPRIM"	"TRIMETHOPRIM"	"BLASTX"	157	157	100	99.36	157	"WP_063844408.1"	"trimethoprim-resistant dihydrofolate reductase DfrA30"	NA	NA
"ERR6058003"	NA	"NODE_46_length_5198_cov_26.968561"	3886	4698	"-"	"sul2"	"sulfonamide-resistant dihydropteroate synthase Sul2"	"core"	"AMR"	"AMR"	"SULFONAMIDE"	"SULFONAMIDE"	"EXACTX"	271	271	100	100	271	"WP_001043260.1"	"sulfonamide-resistant dihydropteroate synthase Sul2"	NA	NA
"ERR6058004"	NA	"NODE_12_length_141987_cov_16.724790"	75217	76074	"+"	"blaSHV-11"	"broad-spectrum class A beta-lactamase SHV-11"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"BETA-LACTAM"	"ALLELEX"	286	286	100	100	286	"WP_004176269.1"	"broad-spectrum class A beta-lactamase SHV-11"	NA	NA
"ERR6058004"	NA	"NODE_27_length_79494_cov_25.827442"	65086	65502	"-"	"fosA"	"FosA5 family fosfomycin resistance glutathione transferase"	"core"	"AMR"	"AMR"	"FOSFOMYCIN"	"FOSFOMYCIN"	"BLASTX"	139	139	100	98.56	139	"WP_004146118.1"	"FosA5 family fosfomycin resistance glutathione transferase"	NA	NA
"ERR6058004"	NA	"NODE_61_length_11007_cov_63.066148"	500	1312	"+"	"sul2"	"sulfonamide-resistant dihydropteroate synthase Sul2"	"core"	"AMR"	"AMR"	"SULFONAMIDE"	"SULFONAMIDE"	"EXACTX"	271	271	100	100	271	"WP_001043260.1"	"sulfonamide-resistant dihydropteroate synthase Sul2"	NA	NA
"ERR6058004"	NA	"NODE_61_length_11007_cov_63.066148"	1376	2176	"+"	"aph(3'')-Ib"	"aminoglycoside O-phosphotransferase APH(3'')-Ib"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTX"	267	267	100	100	267	"WP_001082319.1"	"aminoglycoside O-phosphotransferase APH(3'')-Ib"	NA	NA
"ERR6058004"	NA	"NODE_61_length_11007_cov_63.066148"	2179	3012	"+"	"aph(6)-Id"	"aminoglycoside O-phosphotransferase APH(6)-Id"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTX"	278	278	100	100	278	"WP_000480968.1"	"aminoglycoside O-phosphotransferase APH(6)-Id"	NA	NA
"ERR6058004"	NA	"NODE_61_length_11007_cov_63.066148"	3739	4596	"-"	"blaTEM-1"	"broad-spectrum class A beta-lactamase TEM-1"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"BETA-LACTAM"	"ALLELEX"	286	286	100	100	286	"WP_000027057.1"	"broad-spectrum class A beta-lactamase TEM-1"	NA	NA
"ERR6058004"	NA	"NODE_61_length_11007_cov_63.066148"	7418	8290	"+"	"blaCTX-M-15"	"extended-spectrum class A beta-lactamase CTX-M-15"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"CEPHALOSPORIN"	"ALLELEX"	291	291	100	100	291	"WP_000239590.1"	"extended-spectrum class A beta-lactamase CTX-M-15"	NA	NA
"ERR6058004"	NA	"NODE_66_length_7655_cov_61.920691"	901	1542	"-"	"qnrB1"	"quinolone resistance pentapeptide repeat protein QnrB1"	"core"	"AMR"	"AMR"	"QUINOLONE"	"QUINOLONE"	"ALLELEX"	214	214	100	100	214	"WP_014386481.1"	"quinolone resistance pentapeptide repeat protein QnrB1"	NA	NA
"ERR6058004"	NA	"NODE_73_length_3840_cov_61.102843"	1116	2312	"+"	"tet(A)"	"tetracycline efflux MFS transporter Tet(A)"	"core"	"AMR"	"AMR"	"TETRACYCLINE"	"TETRACYCLINE"	"EXACTX"	399	399	100	100	399	"WP_000804064.1"	"tetracycline efflux MFS transporter Tet(A)"	NA	NA
"ERR6058004"	NA	"NODE_76_length_3386_cov_53.006951"	147	1049	"+"	"mph(A)"	"Mph(A) family macrolide 2'-phosphotransferase"	"core"	"AMR"	"AMR"	"MACROLIDE"	"AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN"	"EXACTX"	301	301	100	100	301	"WP_000219391.1"	"Mph(A) family macrolide 2'-phosphotransferase"	NA	NA
"ERR6058004"	NA	"NODE_77_length_3294_cov_122.849549"	1452	1922	"-"	"dfrA14"	"trimethoprim-resistant dihydrofolate reductase DfrA14"	"core"	"AMR"	"AMR"	"TRIMETHOPRIM"	"TRIMETHOPRIM"	"EXACTX"	157	157	100	100	157	"WP_004201280.1"	"trimethoprim-resistant dihydrofolate reductase DfrA14"	NA	NA
"ERR6058004"	NA	"NODE_80_length_2753_cov_61.774664"	121	978	"+"	"aac(3)-IIe"	"aminoglycoside N-acetyltransferase AAC(3)-IIe"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"GENTAMICIN"	"EXACTX"	286	286	100	100	286	"WP_000557452.1"	"aminoglycoside N-acetyltransferase AAC(3)-IIe"	NA	NA
"ERR6058004"	NA	"NODE_81_length_2338_cov_66.101283"	79	519	"-"	"catB3"	"type B-3 chloramphenicol O-acetyltransferase CatB3"	"core"	"AMR"	"AMR"	"PHENICOL"	"CHLORAMPHENICOL"	"PARTIALX"	147	210	70	100	147	"WP_000186237.1"	"type B-3 chloramphenicol O-acetyltransferase CatB3"	NA	NA
"ERR6058004"	NA	"NODE_81_length_2338_cov_66.101283"	660	1487	"-"	"blaOXA-1"	"oxacillin-hydrolyzing class D beta-lactamase OXA-1"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"CEPHALOSPORIN"	"ALLELEX"	276	276	100	100	276	"WP_001334766.1"	"oxacillin-hydrolyzing class D beta-lactamase OXA-1"	NA	NA
"ERR6058004"	NA	"NODE_81_length_2338_cov_66.101283"	1621	2172	"-"	"aac(6')-Ib-cr5"	"fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE/QUINOLONE"	"AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN"	"ALLELEX"	184	184	100	100	184	"WP_063840321.1"	"fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5"	NA	NA
"ERR6058004"	NA	"NODE_92_length_1189_cov_61.488309"	215	1027	"-"	"aph(3')-Ia"	"aminoglycoside O-phosphotransferase APH(3')-Ia"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"KANAMYCIN"	"EXACTX"	271	271	100	100	271	"WP_000018329.1"	"aminoglycoside O-phosphotransferase APH(3')-Ia"	NA	NA
"ERR6058006"	NA	"NODE_107_length_6149_cov_5.664526"	2679	3515	"-"	"sul1"	"sulfonamide-resistant dihydropteroate synthase Sul1"	"core"	"AMR"	"AMR"	"SULFONAMIDE"	"SULFONAMIDE"	"EXACTX"	279	279	100	100	279	"WP_000259031.1"	"sulfonamide-resistant dihydropteroate synthase Sul1"	NA	NA
"ERR6058006"	NA	"NODE_107_length_6149_cov_5.664526"	3512	3856	"-"	"qacEdelta1"	"quaternary ammonium compound efflux SMR transporter QacE delta 1"	"core"	"STRESS"	"BIOCIDE"	"QUATERNARY AMMONIUM"	"QUATERNARY AMMONIUM"	"ALLELEX"	115	115	100	100	115	"WP_000679427.1"	"quaternary ammonium compound efflux SMR transporter QacE delta 1"	NA	NA
"ERR6058006"	NA	"NODE_107_length_6149_cov_5.664526"	3976	4818	"-"	"aadA16"	"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA16"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTX"	281	281	100	100	281	"WP_001749984.1"	"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA16"	NA	NA
"ERR6058006"	NA	"NODE_107_length_6149_cov_5.664526"	5002	5472	"-"	"dfrA27"	"trimethoprim-resistant dihydrofolate reductase DfrA27"	"core"	"AMR"	"AMR"	"TRIMETHOPRIM"	"TRIMETHOPRIM"	"EXACTX"	157	157	100	100	157	"WP_001749985.1"	"trimethoprim-resistant dihydrofolate reductase DfrA27"	NA	NA
"ERR6058006"	NA	"NODE_107_length_6149_cov_5.664526"	5608	6057	"-"	"arr-3"	"NAD(+)--rifampin ADP-ribosyltransferase Arr-3"	"core"	"AMR"	"AMR"	"RIFAMYCIN"	"RIFAMYCIN"	"EXACTX"	150	150	100	100	150	"WP_001749986.1"	"NAD(+)--rifampin ADP-ribosyltransferase Arr-3"	NA	NA
"ERR6058006"	NA	"NODE_112_length_5611_cov_25.050054"	899	1540	"-"	"qnrB1"	"quinolone resistance pentapeptide repeat protein QnrB1"	"core"	"AMR"	"AMR"	"QUINOLONE"	"QUINOLONE"	"ALLELEX"	214	214	100	100	214	"WP_014386481.1"	"quinolone resistance pentapeptide repeat protein QnrB1"	NA	NA
"ERR6058006"	NA	"NODE_127_length_3674_cov_5.275229"	1720	2901	"-"	"tet(D)"	"tetracycline efflux MFS transporter Tet(D)"	"core"	"AMR"	"AMR"	"TETRACYCLINE"	"TETRACYCLINE"	"EXACTX"	394	394	100	100	394	"WP_001039466.1"	"tetracycline efflux MFS transporter Tet(D)"	NA	NA
"ERR6058006"	NA	"NODE_136_length_2917_cov_25.019718"	169	981	"-"	"sul2"	"sulfonamide-resistant dihydropteroate synthase Sul2"	"core"	"AMR"	"AMR"	"SULFONAMIDE"	"SULFONAMIDE"	"EXACTX"	271	271	100	100	271	"WP_001043265.1"	"sulfonamide-resistant dihydropteroate synthase Sul2"	NA	NA
"ERR6058006"	NA	"NODE_142_length_2340_cov_22.813522"	79	519	"-"	"catB3"	"type B-3 chloramphenicol O-acetyltransferase CatB3"	"core"	"AMR"	"AMR"	"PHENICOL"	"CHLORAMPHENICOL"	"PARTIALX"	147	210	70	100	147	"WP_000186237.1"	"type B-3 chloramphenicol O-acetyltransferase CatB3"	NA	NA
"ERR6058006"	NA	"NODE_142_length_2340_cov_22.813522"	660	1487	"-"	"blaOXA-1"	"oxacillin-hydrolyzing class D beta-lactamase OXA-1"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"CEPHALOSPORIN"	"ALLELEX"	276	276	100	100	276	"WP_001334766.1"	"oxacillin-hydrolyzing class D beta-lactamase OXA-1"	NA	NA
"ERR6058006"	NA	"NODE_142_length_2340_cov_22.813522"	1621	2172	"-"	"aac(6')-Ib-cr5"	"fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE/QUINOLONE"	"AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN"	"ALLELEX"	184	184	100	100	184	"WP_063840321.1"	"fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5"	NA	NA
"ERR6058006"	NA	"NODE_157_length_1620_cov_23.004537"	12	845	"-"	"aph(6)-Id"	"aminoglycoside O-phosphotransferase APH(6)-Id"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTX"	278	278	100	100	278	"WP_000480968.1"	"aminoglycoside O-phosphotransferase APH(6)-Id"	NA	NA
"ERR6058006"	NA	"NODE_157_length_1620_cov_23.004537"	848	1618	"-"	"aph(3'')-Ib"	"aminoglycoside O-phosphotransferase APH(3'')-Ib"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"BLASTX"	257	267	96.25	100	257	"WP_001082319.1"	"aminoglycoside O-phosphotransferase APH(3'')-Ib"	NA	NA
"ERR6058006"	NA	"NODE_158_length_1549_cov_4.012228"	170	808	"-"	"catA2"	"type A-2 chloramphenicol O-acetyltransferase CatII"	"core"	"AMR"	"AMR"	"PHENICOL"	"CHLORAMPHENICOL"	"EXACTX"	213	213	100	100	213	"WP_001011939.1"	"type A-2 chloramphenicol O-acetyltransferase CatII"	NA	NA
"ERR6058006"	NA	"NODE_27_length_78899_cov_27.649489"	19820	20992	"+"	"oqxA11"	"multidrug efflux RND transporter periplasmic adaptor subunit OqxA11"	"core"	"AMR"	"AMR"	"PHENICOL/QUINOLONE"	"PHENICOL/QUINOLONE"	"ALLELEX"	391	391	100	100	391	"WP_004212918.1"	"multidrug efflux RND transporter periplasmic adaptor subunit OqxA11"	NA	NA
"ERR6058006"	NA	"NODE_27_length_78899_cov_27.649489"	21019	24168	"+"	"oqxB19"	"multidrug efflux RND transporter permease subunit OqxB19"	"core"	"AMR"	"AMR"	"PHENICOL/QUINOLONE"	"PHENICOL/QUINOLONE"	"ALLELEX"	1050	1050	100	100	1050	"WP_004149399.1"	"multidrug efflux RND transporter permease subunit OqxB19"	NA	NA
"ERR6058006"	NA	"NODE_41_length_38445_cov_26.736577"	1721	2137	"+"	"fosA"	"FosA5 family fosfomycin resistance glutathione transferase"	"core"	"AMR"	"AMR"	"FOSFOMYCIN"	"FOSFOMYCIN"	"EXACTX"	139	139	100	100	139	"WP_009486251.1"	"FosA5 family fosfomycin resistance glutathione transferase"	NA	NA
"ERR6058006"	NA	"NODE_57_length_22123_cov_14.554250"	2718	3590	"-"	"blaCTX-M-15"	"extended-spectrum class A beta-lactamase CTX-M-15"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"CEPHALOSPORIN"	"ALLELEX"	291	291	100	100	291	"WP_000239590.1"	"extended-spectrum class A beta-lactamase CTX-M-15"	NA	NA
"ERR6058006"	NA	"NODE_57_length_22123_cov_14.554250"	6412	7269	"+"	"blaTEM-1"	"broad-spectrum class A beta-lactamase TEM-1"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"BETA-LACTAM"	"ALLELEX"	286	286	100	100	286	"WP_000027057.1"	"broad-spectrum class A beta-lactamase TEM-1"	NA	NA
"ERR6058006"	NA	"NODE_57_length_22123_cov_14.554250"	7414	8271	"+"	"aac(3)-IIe"	"aminoglycoside N-acetyltransferase AAC(3)-IIe"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"GENTAMICIN"	"EXACTX"	286	286	100	100	286	"WP_000557452.1"	"aminoglycoside N-acetyltransferase AAC(3)-IIe"	NA	NA
"ERR6058006"	NA	"NODE_57_length_22123_cov_14.554250"	20633	21496	"+"	"blaSCO-1"	"class A beta-lactamase SCO-1"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"BETA-LACTAM"	"ALLELEX"	288	288	100	100	288	"WP_004197546.1"	"class A beta-lactamase SCO-1"	NA	NA
"ERR6058006"	NA	"NODE_7_length_179394_cov_18.354540"	110334	111191	"+"	"blaSHV-27"	"broad-spectrum class A beta-lactamase SHV-27"	"core"	"AMR"	"AMR"	"BETA-LACTAM"	"BETA-LACTAM"	"ALLELEX"	286	286	100	100	286	"WP_023282555.1"	"broad-spectrum class A beta-lactamase SHV-27"	NA	NA
"ERR6058006"	NA	"NODE_89_length_9518_cov_12.053490"	1529	1999	"-"	"dfrA14"	"trimethoprim-resistant dihydrofolate reductase DfrA14"	"core"	"AMR"	"AMR"	"TRIMETHOPRIM"	"TRIMETHOPRIM"	"EXACTX"	157	157	100	100	157	"WP_004201280.1"	"trimethoprim-resistant dihydrofolate reductase DfrA14"	NA	NA
"ERR6058008"	NA	"NODE_21_length_89885_cov_30.225492"	30673	31845	"+"	"oqxA"	"multidrug efflux RND transporter periplasmic adaptor subunit OqxA"	"core"	"AMR"	"AMR"	"PHENICOL/QUINOLONE"	"PHENICOL/QUINOLONE"	"EXACTX"	391	391	100	100	391	"WP_002914189.1"	"multidrug efflux RND transporter periplasmic adaptor subunit OqxA"	NA	NA
"ERR6058008"	NA	"NODE_21_length_89885_cov_30.225492"	31872	35021	"+"	"oqxB19"	"multidrug efflux RND transporter permease subunit OqxB19"	"core"	"AMR"	"AMR"	"PHENICOL/QUINOLONE"	"PHENICOL/QUINOLONE"	"ALLELEX"	1050	1050	100	100	1050	"WP_004149399.1"	"multidrug efflux RND transporter permease subunit OqxB19"	NA	NA
"ERR6058008"	NA	"NODE_24_length_79283_cov_34.945951"	13986	14402	"+"	"fosA"	"FosA5 family fosfomycin resistance glutathione transferase"	"core"	"AMR"	"AMR"	"FOSFOMYCIN"	"FOSFOMYCIN"	"BLASTX"	139	139	100	98.56	139	"WP_004146118.1"	"FosA5 family fosfomycin resistance glutathione transferase"	NA	NA
"ERR6058008"	NA	"NODE_28_length_40367_cov_40.215314"	7434	7985	"+"	"aac(6')-Ib-cr5"	"fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE/QUINOLONE"	"AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN"	"ALLELEX"	184	184	100	100	184	"WP_063840321.1"	"fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5"	NA	NA
"ERR6058008"	NA	"NODE_28_length_40367_cov_40.215314"	8085	8534	"+"	"arr-3"	"NAD(+)--rifampin ADP-ribosyltransferase Arr-3"	"core"	"AMR"	"AMR"	"RIFAMYCIN"	"RIFAMYCIN"	"EXACTX"	150	150	100	100	150	"WP_001749986.1"	"NAD(+)--rifampin ADP-ribosyltransferase Arr-3"	NA	NA
"ERR6058008"	NA	"NODE_28_length_40367_cov_40.215314"	8670	9140	"+"	"dfrA27"	"trimethoprim-resistant dihydrofolate reductase DfrA27"	"core"	"AMR"	"AMR"	"TRIMETHOPRIM"	"TRIMETHOPRIM"	"EXACTX"	157	157	100	100	157	"WP_001749985.1"	"trimethoprim-resistant dihydrofolate reductase DfrA27"	NA	NA
"ERR6058008"	NA	"NODE_28_length_40367_cov_40.215314"	9324	10166	"+"	"aadA16"	"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA16"	"core"	"AMR"	"AMR"	"AMINOGLYCOSIDE"	"STREPTOMYCIN"	"EXACTX"	281	281	100	100	281	"WP_001749984.1"	"ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA16"	NA	NA
"ERR6058008"	NA	"NODE_28_length_40367_cov_40.215314"	10286	10630	"+"	"qacEdelta1"	"quaternary ammonium compound efflux SMR transporter QacE delta 1"	"core"	"STRESS"	"BIOCIDE"	"QUATERNARY AMMONIUM"	"QUATERNARY AMMONIUM"	"ALLELEX"	115	115	100	100	115	"WP_000679427.1"	"quaternary ammonium compound efflux SMR transporter QacE delta 1"	NA	NA
"ERR6058008"	NA	"NODE_28_length_40367_cov_40.215314"	10627	11463	"+"	"sul1"	"sulfonamide-resistant dihydropteroate synthase Sul1"	"core"	"AMR"	"AMR"	"SULFONAMIDE"	"SULFONAMIDE"	"EXACTX"	279	279	100	100	279	"WP_000259031.1"	"sulfonamide-resistant dihydropteroate synthase Sul1"	NA	NA
"ERR6058008"	NA	"NODE_28_length_40367_cov_40.215314"	14880	15521	"-"	"qnrB6"	"quinolone resistance pentapeptide repeat protein QnrB6"	"core"	"AMR"	"AMR"	"QUINOLONE"	"QUINOLONE"	"ALLELEX"	214	214	100	100	214	"WP_001749994.1"	"quinolone resistance pentapeptide repeat protein QnrB6"	NA	NA
"ERR6058008"	NA	"NODE_28_length_40367_cov_40.215314"	15752	16096	"+"	"qacEdelta1"	"quaternary ammonium compound efflux SMR transporter QacE delta 1"	"core"	"STRESS"	"BIOCIDE"	"QUATERNARY AMMONIUM"	"QUATERNARY AMMONIUM"	"ALLELEX"	115	115	100	100	115	"WP_000679427.1"	"quaternary ammonium compound efflux SMR transporter QacE delta 1"	NA	NA
"ERR6058008"	NA	"NODE_28_length_40367_cov_40.215314"	16093	16929	"+"	"sul1"	"sulfonamide-resistant dihydropteroate synthase Sul1"	"core"	"AMR"	"AMR"	"SULFONAMIDE"	"SULFONAMIDE"	"EXACTX"	279	279	100	100	279	"WP_000259031.1"	"sulfonamide-resistant dihydropteroate synthase Sul1"	NA	NA
